                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.8646,                 4.5626,                 2.1817,                      0,                      0,                      0,                      0,                 4.2037,                  13.43,                 3.3239,              0.0002748,              0.0002748,              0.0002748
                      2,                 2.6111,                 3.6674,                  1.892,                      0,                      0,                      0,                      0,                 5.0664,                 12.562,                 3.3697,             0.00054882,             0.00054882,             0.00054882
                      3,                 2.5797,                 3.4036,                 1.8794,                      0,                      0,                      0,                      0,                  2.709,                  21.75,                 1.5549,             0.00081918,             0.00081918,             0.00081918
                      4,                  2.543,                 3.2508,                 1.8783,                      0,                      0,                      0,                      0,                 5.4386,                 10.052,                  3.524,             0.00081651,             0.00081651,             0.00081651
                      5,                 2.5331,                 3.1042,                 1.8454,                      0,                      0,                      0,                      0,                 5.2786,                 7.5771,                 3.7723,             0.00081651,             0.00081651,             0.00081651
                      6,                 2.4683,                 2.9579,                 1.8427,                      0,                      0,                      0,                      0,                 3.2467,                 6.5703,                  1.859,             0.00081101,             0.00081101,             0.00081101
                      7,                 2.4802,                 2.8589,                 1.8205,                      0,                      0,                      0,                      0,                 6.1443,                 9.5991,                 5.4649,             0.00080551,             0.00080551,             0.00080551
                      8,                 2.4413,                 2.7921,                 1.8133,                      0,                      0,                      0,                      0,                  5.232,                  8.409,                 3.1572,             0.00080001,             0.00080001,             0.00080001
                      9,                 2.4244,                  2.715,                 1.8007,                      0,                      0,                      0,                      0,                  5.819,                 7.5064,                 4.4108,             0.00079452,             0.00079452,             0.00079452
                     10,                 2.3937,                 2.6271,                 1.7702,                      0,                      0,                      0,                      0,                 5.0396,                 7.6361,                 3.3553,             0.00078902,             0.00078902,             0.00078902
                     11,                 2.3754,                 2.6061,                 1.7695,                      0,                      0,                      0,                      0,                 4.3532,                 4.7773,                  3.996,             0.00078352,             0.00078352,             0.00078352
                     12,                 2.3618,                 2.5676,                 1.7709,                      0,                      0,                      0,                      0,                 2.5892,                 6.4648,                 1.6635,             0.00077802,             0.00077802,             0.00077802
                     13,                  2.341,                 2.5095,                 1.7381,                      0,                      0,                      0,                      0,                 5.1023,                 8.2086,                 3.2938,             0.00077252,             0.00077252,             0.00077252
                     14,                 2.3423,                 2.4956,                 1.7413,                      0,                      0,                      0,                      0,                 5.6943,                 8.1463,                 4.4404,             0.00076703,             0.00076703,             0.00076703
                     15,                 2.3282,                 2.4751,                   1.73,                      0,                      0,                      0,                      0,                  4.053,                 6.9844,                 2.3284,             0.00076153,             0.00076153,             0.00076153
                     16,                 2.3103,                 2.4059,                 1.7208,                      0,                      0,                      0,                      0,                 4.5004,                 7.5234,                 3.2916,             0.00075603,             0.00075603,             0.00075603
                     17,                 2.3147,                 2.3862,                 1.6997,                      0,                      0,                      0,                      0,                 2.9136,                 9.0024,                 2.1222,             0.00075053,             0.00075053,             0.00075053
                     18,                 2.2807,                 2.3367,                  1.704,                      0,                      0,                      0,                      0,                 3.8983,                 7.6328,                 2.1775,             0.00074504,             0.00074504,             0.00074504
                     19,                 2.2913,                 2.3633,                 1.6973,                      0,                      0,                      0,                      0,                 4.9231,                 8.2484,                 3.1814,             0.00073954,             0.00073954,             0.00073954
                     20,                  2.267,                 2.2849,                 1.6771,                      0,                      0,                      0,                      0,                 5.6383,                 14.916,                 4.3529,             0.00073404,             0.00073404,             0.00073404
                     21,                 2.2607,                 2.2531,                 1.6673,                      0,                      0,                      0,                      0,                 5.6876,                 9.2853,                 4.6116,             0.00072854,             0.00072854,             0.00072854
                     22,                 2.2562,                 2.2532,                 1.6738,                      0,                      0,                      0,                      0,                 2.4472,                 7.7148,                 1.4857,             0.00072304,             0.00072304,             0.00072304
                     23,                 2.2364,                 2.2303,                 1.6645,                      0,                      0,                      0,                      0,                 5.6321,                 10.433,                 3.8753,             0.00071755,             0.00071755,             0.00071755
                     24,                 2.2362,                 2.1924,                 1.6564,                      0,                      0,                      0,                      0,                 2.9268,                 15.539,                 2.1041,             0.00071205,             0.00071205,             0.00071205
                     25,                 2.2206,                 2.1597,                 1.6296,                      0,                      0,                      0,                      0,                 2.3885,                 9.0781,                 1.6874,             0.00070655,             0.00070655,             0.00070655
                     26,                 2.2224,                 2.1327,                 1.6308,                      0,                      0,                      0,                      0,                 5.2614,                 6.7079,                 3.6937,             0.00070105,             0.00070105,             0.00070105
                     27,                 2.1912,                 2.0998,                  1.613,                      0,                      0,                      0,                      0,                 1.8853,                 8.5312,                 1.6783,             0.00069556,             0.00069556,             0.00069556
                     28,                 2.1948,                 2.0814,                 1.6095,                      0,                      0,                      0,                      0,                 3.8087,                  7.283,                 2.3118,             0.00069006,             0.00069006,             0.00069006
                     29,                  2.172,                 2.0732,                 1.5929,                      0,                      0,                      0,                      0,                 2.4895,                 6.6562,                 1.9018,             0.00068456,             0.00068456,             0.00068456
                     30,                 2.1706,                 2.0554,                 1.6006,                      0,                      0,                      0,                      0,                 3.7912,                 11.789,                 2.2936,             0.00067906,             0.00067906,             0.00067906
                     31,                 2.1529,                 2.0599,                 1.5877,                      0,                      0,                      0,                      0,                  4.795,                 7.2369,                 2.7586,             0.00067356,             0.00067356,             0.00067356
                     32,                 2.1607,                 2.0117,                 1.5933,                      0,                      0,                      0,                      0,                  3.682,                 6.1367,                 2.0956,             0.00066807,             0.00066807,             0.00066807
                     33,                 2.1561,                 2.0082,                  1.583,                      0,                      0,                      0,                      0,                  4.113,                 8.5703,                 2.6929,             0.00066257,             0.00066257,             0.00066257
                     34,                 2.1284,                 1.9558,                 1.5614,                      0,                      0,                      0,                      0,                 4.8318,                 12.219,                 2.8575,             0.00065707,             0.00065707,             0.00065707
                     35,                 2.1169,                 1.9512,                 1.5692,                      0,                      0,                      0,                      0,                 3.1254,                 6.5571,                 2.1156,             0.00065157,             0.00065157,             0.00065157
                     36,                 2.1235,                 1.9335,                 1.5405,                      0,                      0,                      0,                      0,                 2.3108,                 7.6979,                 2.0874,             0.00064607,             0.00064607,             0.00064607
                     37,                 2.1215,                  1.947,                 1.5669,                      0,                      0,                      0,                      0,                 5.9414,                  7.233,                 4.1267,             0.00064058,             0.00064058,             0.00064058
                     38,                 2.1136,                 1.9126,                 1.5554,                      0,                      0,                      0,                      0,                 3.1534,                 9.9671,                 2.0784,             0.00063508,             0.00063508,             0.00063508
                     39,                 2.1064,                 1.9007,                 1.5453,                      0,                      0,                      0,                      0,                 5.6368,                 8.5351,                 3.1453,             0.00062958,             0.00062958,             0.00062958
                     40,                  2.094,                  1.896,                 1.5361,                      0,                      0,                      0,                      0,                 4.1144,                 6.6203,                 2.2887,             0.00062408,             0.00062408,             0.00062408
                     41,                 2.0932,                   1.87,                 1.5327,                      0,                      0,                      0,                      0,                 2.8008,                 7.3609,                 2.2195,             0.00061859,             0.00061859,             0.00061859
                     42,                 2.0848,                 1.8425,                 1.5246,                      0,                      0,                      0,                      0,                 2.5425,                 7.6211,                 2.0083,             0.00061309,             0.00061309,             0.00061309
                     43,                 2.0606,                 1.8149,                 1.5229,                      0,                      0,                      0,                      0,                 5.4992,                 7.1087,                 3.5373,             0.00060759,             0.00060759,             0.00060759
                     44,                  2.052,                  1.794,                 1.5055,                      0,                      0,                      0,                      0,                 2.9814,                 5.3086,                 1.8841,             0.00060209,             0.00060209,             0.00060209
                     45,                 2.0459,                 1.7862,                 1.4898,                      0,                      0,                      0,                      0,                 2.6943,                 9.2109,                 1.9221,             0.00059659,             0.00059659,             0.00059659
                     46,                 2.0137,                 1.7464,                 1.4876,                      0,                      0,                      0,                      0,                 3.7705,                 7.1485,                 2.3477,              0.0005911,              0.0005911,              0.0005911
                     47,                 2.0183,                 1.7432,                 1.4731,                      0,                      0,                      0,                      0,                  2.584,                 8.9531,                 2.0123,              0.0005856,              0.0005856,              0.0005856
                     48,                 2.0365,                 1.7621,                 1.4914,                      0,                      0,                      0,                      0,                   3.67,                 6.4291,                 2.3695,              0.0005801,              0.0005801,              0.0005801
                     49,                 2.0386,                 1.7571,                 1.4865,                      0,                      0,                      0,                      0,                  5.708,                 7.0559,                 3.5222,              0.0005746,              0.0005746,              0.0005746
                     50,                 2.0261,                  1.747,                 1.4886,                      0,                      0,                      0,                      0,                 3.4333,                 6.5898,                 1.9224,             0.00056911,             0.00056911,             0.00056911
                     51,                 1.9987,                 1.6855,                 1.4713,                      0,                      0,                      0,                      0,                 3.8683,                 6.6599,                 2.5316,             0.00056361,             0.00056361,             0.00056361
                     52,                 2.0038,                 1.7028,                  1.471,                      0,                      0,                      0,                      0,                 4.6662,                 6.5937,                 3.0004,             0.00055811,             0.00055811,             0.00055811
                     53,                 2.0052,                 1.6893,                 1.4684,                      0,                      0,                      0,                      0,                  5.297,                 8.8061,                 3.1433,             0.00055261,             0.00055261,             0.00055261
                     54,                 1.9776,                 1.6721,                 1.4549,                      0,                      0,                      0,                      0,                 2.3384,                 6.0469,                 1.9202,             0.00054711,             0.00054711,             0.00054711
                     55,                  1.973,                  1.665,                   1.45,                      0,                      0,                      0,                      0,                 4.2695,                 7.8766,                 2.5195,             0.00054162,             0.00054162,             0.00054162
                     56,                 1.9887,                 1.6631,                 1.4582,                      0,                      0,                      0,                      0,                 4.4026,                 7.0586,                 2.6171,             0.00053612,             0.00053612,             0.00053612
                     57,                 1.9745,                 1.6605,                 1.4422,                      0,                      0,                      0,                      0,                 2.4822,                 7.5354,                 2.3265,             0.00053062,             0.00053062,             0.00053062
                     58,                 1.9716,                 1.6343,                 1.4435,                      0,                      0,                      0,                      0,                 2.2806,                 4.6484,                 1.7822,             0.00052512,             0.00052512,             0.00052512
                     59,                 1.9675,                 1.6411,                 1.4424,                      0,                      0,                      0,                      0,                 2.5968,                 5.4727,                 1.9712,             0.00051963,             0.00051963,             0.00051963
                     60,                 1.9703,                  1.627,                 1.4363,                      0,                      0,                      0,                      0,                 2.4553,                 9.9531,                 1.9028,             0.00051413,             0.00051413,             0.00051413
                     61,                 1.9387,                 1.5871,                 1.4063,                      0,                      0,                      0,                      0,                 2.6968,                 5.8594,                 1.8193,             0.00050863,             0.00050863,             0.00050863
                     62,                 1.9378,                 1.5983,                 1.4122,                      0,                      0,                      0,                      0,                 3.0354,                 7.1101,                 2.3746,             0.00050313,             0.00050313,             0.00050313
                     63,                 1.9329,                 1.5806,                 1.4115,                      0,                      0,                      0,                      0,                 4.8991,                 6.5231,                 2.9652,             0.00049763,             0.00049763,             0.00049763
                     64,                 1.9288,                 1.5739,                 1.4083,                      0,                      0,                      0,                      0,                 4.5415,                 6.9233,                 2.7468,             0.00049214,             0.00049214,             0.00049214
                     65,                 1.9047,                 1.6715,                 1.3927,                      0,                      0,                      0,                      0,                 4.8205,                 7.4493,                  2.836,             0.00048664,             0.00048664,             0.00048664
                     66,                 1.9068,                 1.5503,                 1.3948,                      0,                      0,                      0,                      0,                 4.0092,                 6.3407,                 2.3461,             0.00048114,             0.00048114,             0.00048114
                     67,                 1.9203,                 1.5441,                 1.4047,                      0,                      0,                      0,                      0,                 3.8945,                 5.2422,                 2.2515,             0.00047564,             0.00047564,             0.00047564
                     68,                 1.9098,                 1.5445,                 1.3993,                      0,                      0,                      0,                      0,                 4.2481,                 11.094,                 2.5903,             0.00047015,             0.00047015,             0.00047015
                     69,                 1.8956,                 1.5026,                 1.3808,                      0,                      0,                      0,                      0,                 3.7478,                 4.2969,                 2.7591,             0.00046465,             0.00046465,             0.00046465
                     70,                 1.8996,                 1.5378,                 1.3936,                      0,                      0,                      0,                      0,                 3.4345,                 6.5878,                 2.7604,             0.00045915,             0.00045915,             0.00045915
                     71,                 1.8899,                 1.5153,                 1.3822,                      0,                      0,                      0,                      0,                 3.2785,                 7.5832,                 2.3393,             0.00045365,             0.00045365,             0.00045365
                     72,                 1.8971,                  1.495,                 1.3731,                      0,                      0,                      0,                      0,                 5.5952,                 9.6594,                 3.4034,             0.00044815,             0.00044815,             0.00044815
                     73,                 1.8959,                 1.5319,                  1.386,                      0,                      0,                      0,                      0,                 2.6697,                 8.6953,                 1.8498,             0.00044266,             0.00044266,             0.00044266
                     74,                 1.8987,                  1.505,                 1.3849,                      0,                      0,                      0,                      0,                 1.8643,                 8.1797,                 1.3799,             0.00043716,             0.00043716,             0.00043716
                     75,                 1.8653,                  1.445,                 1.3644,                      0,                      0,                      0,                      0,                 2.7378,                  4.082,                 2.0628,             0.00043166,             0.00043166,             0.00043166
                     76,                 1.8535,                 1.4522,                 1.3507,                      0,                      0,                      0,                      0,                 4.6689,                 7.8984,                 2.9265,             0.00042616,             0.00042616,             0.00042616
                     77,                 1.8512,                 1.4638,                 1.3689,                      0,                      0,                      0,                      0,                 4.7284,                 6.6367,                 2.8791,             0.00042066,             0.00042066,             0.00042066
                     78,                  1.851,                 1.4539,                 1.3577,                      0,                      0,                      0,                      0,                 3.3106,                 5.3008,                 2.0935,             0.00041517,             0.00041517,             0.00041517
                     79,                 1.8521,                 1.4355,                 1.3497,                      0,                      0,                      0,                      0,                 3.5423,                 10.719,                 2.2949,             0.00040967,             0.00040967,             0.00040967
                     80,                  1.844,                 1.4574,                 1.3559,                      0,                      0,                      0,                      0,                 4.6653,                  7.518,                 3.1072,             0.00040417,             0.00040417,             0.00040417
                     81,                 1.8473,                 1.4315,                 1.3495,                      0,                      0,                      0,                      0,                 4.2671,                 7.6484,                 2.4653,             0.00039867,             0.00039867,             0.00039867
                     82,                 1.8396,                 1.4278,                 1.3543,                      0,                      0,                      0,                      0,                 4.6123,                 6.5179,                 2.5765,             0.00039318,             0.00039318,             0.00039318
                     83,                 1.8239,                 1.4107,                 1.3401,                      0,                      0,                      0,                      0,                 4.4245,                    8.5,                 2.7195,             0.00038768,             0.00038768,             0.00038768
                     84,                 1.8238,                 1.4139,                 1.3433,                      0,                      0,                      0,                      0,                 3.5793,                 5.8594,                 2.2075,             0.00038218,             0.00038218,             0.00038218
                     85,                 1.8093,                 1.3845,                 1.3221,                      0,                      0,                      0,                      0,                 4.7397,                 10.078,                 2.8878,             0.00037668,             0.00037668,             0.00037668
                     86,                 1.8081,                 1.3945,                 1.3221,                      0,                      0,                      0,                      0,                 4.0823,                 7.1729,                 2.6133,             0.00037118,             0.00037118,             0.00037118
                     87,                 1.8274,                 1.4014,                 1.3294,                      0,                      0,                      0,                      0,                 5.0043,                 8.7477,                 2.9644,             0.00036569,             0.00036569,             0.00036569
                     88,                 1.8069,                  1.394,                  1.334,                      0,                      0,                      0,                      0,                 2.9803,                 9.2969,                 2.0388,             0.00036019,             0.00036019,             0.00036019
                     89,                 1.7794,                 1.3583,                 1.3141,                      0,                      0,                      0,                      0,                  3.997,                 7.1849,                 2.5446,             0.00035469,             0.00035469,             0.00035469
                     90,                 1.7718,                 1.3501,                 1.3133,                      0,                      0,                      0,                      0,                 4.3384,                  7.075,                 2.6133,             0.00034919,             0.00034919,             0.00034919
                     91,                    1.8,                 1.3634,                 1.3159,                      0,                      0,                      0,                      0,                 2.2906,                 7.2148,                 1.6906,              0.0003437,              0.0003437,              0.0003437
                     92,                 1.7828,                 1.3432,                  1.303,                      0,                      0,                      0,                      0,                 2.4008,                 4.4609,                  1.644,              0.0003382,              0.0003382,              0.0003382
                     93,                 1.7841,                 1.3716,                 1.3076,                      0,                      0,                      0,                      0,                 3.7165,                 7.8008,                 2.3486,              0.0003327,              0.0003327,              0.0003327
                     94,                  1.761,                 1.3272,                 1.2982,                      0,                      0,                      0,                      0,                 5.3284,                 9.2812,                 3.4588,              0.0003272,              0.0003272,              0.0003272
                     95,                 1.7558,                 1.3324,                 1.3077,                      0,                      0,                      0,                      0,                 3.3523,                 9.4375,                 2.5435,              0.0003217,              0.0003217,              0.0003217
                     96,                 1.7682,                 1.3267,                 1.2997,                      0,                      0,                      0,                      0,                 4.1938,                 6.0859,                 2.7079,             0.00031621,             0.00031621,             0.00031621
                     97,                 1.7424,                  1.314,                 1.2964,                      0,                      0,                      0,                      0,                 4.3898,                 6.5391,                 2.6614,             0.00031071,             0.00031071,             0.00031071
                     98,                 1.7721,                 1.3737,                 1.3041,                      0,                      0,                      0,                      0,                 2.6252,                 8.1016,                 1.7602,             0.00030521,             0.00030521,             0.00030521
                     99,                 1.7658,                 1.3165,                 1.2957,                      0,                      0,                      0,                      0,                 3.0681,                 5.5938,                 2.0304,             0.00029971,             0.00029971,             0.00029971
                    100,                  1.766,                 1.3224,                 1.2962,                      0,                      0,                      0,                      0,                  4.776,                 7.6246,                 2.6519,             0.00029422,             0.00029422,             0.00029422
                    101,                 1.7483,                 1.2835,                 1.2873,                      0,                      0,                      0,                      0,                 4.1388,                 6.7148,                 2.6663,             0.00028872,             0.00028872,             0.00028872
                    102,                 1.7401,                 1.2916,                 1.2791,                      0,                      0,                      0,                      0,                 4.5368,                 10.255,                 2.6355,             0.00028322,             0.00028322,             0.00028322
                    103,                 1.7258,                  1.282,                 1.2863,                      0,                      0,                      0,                      0,                 4.0828,                 8.9355,                 2.5234,             0.00027772,             0.00027772,             0.00027772
                    104,                 1.7302,                 1.2735,                 1.2906,                      0,                      0,                      0,                      0,                 2.7545,                 6.7461,                 1.7028,             0.00027222,             0.00027222,             0.00027222
                    105,                 1.7395,                 1.3054,                 1.2805,                      0,                      0,                      0,                      0,                 5.2634,                 8.4313,                 3.2094,             0.00026673,             0.00026673,             0.00026673
                    106,                 1.7314,                 1.2693,                 1.2693,                      0,                      0,                      0,                      0,                  3.474,                 7.6967,                 2.3252,             0.00026123,             0.00026123,             0.00026123
                    107,                 1.7127,                 1.2702,                 1.2772,                      0,                      0,                      0,                      0,                 4.7176,                 8.3233,                 2.9491,             0.00025573,             0.00025573,             0.00025573
                    108,                 1.7201,                 1.2603,                 1.2681,                      0,                      0,                      0,                      0,                 4.4459,                 7.9461,                 2.4965,             0.00025023,             0.00025023,             0.00025023
                    109,                 1.7163,                 1.2583,                 1.2624,                      0,                      0,                      0,                      0,                 4.3987,                 8.4297,                 2.9263,             0.00024474,             0.00024474,             0.00024474
                    110,                 1.6975,                 1.2327,                 1.2545,                      0,                      0,                      0,                      0,                 3.7964,                 6.3672,                 2.1851,             0.00023924,             0.00023924,             0.00023924
                    111,                 1.7081,                 1.2534,                 1.2705,                      0,                      0,                      0,                      0,                 5.3213,                  7.192,                 2.9393,             0.00023374,             0.00023374,             0.00023374
                    112,                 1.6915,                 1.2192,                 1.2518,                      0,                      0,                      0,                      0,                 3.8892,                 5.9375,                 2.1697,             0.00022824,             0.00022824,             0.00022824
                    113,                 1.6823,                 1.2418,                 1.2613,                      0,                      0,                      0,                      0,                 4.2185,                 6.6445,                 2.6593,             0.00022274,             0.00022274,             0.00022274
                    114,                  1.682,                 1.2206,                 1.2444,                      0,                      0,                      0,                      0,                 3.9381,                 6.1953,                 2.4571,             0.00021725,             0.00021725,             0.00021725
                    115,                 1.6849,                 1.2336,                 1.2571,                      0,                      0,                      0,                      0,                 5.1003,                 8.6224,                 3.0642,             0.00021175,             0.00021175,             0.00021175
                    116,                 1.6795,                  1.213,                 1.2475,                      0,                      0,                      0,                      0,                 2.3576,                 5.0742,                 1.6832,             0.00020625,             0.00020625,             0.00020625
                    117,                 1.6736,                 1.2216,                 1.2486,                      0,                      0,                      0,                      0,                  5.054,                 7.4973,                 3.4001,             0.00020075,             0.00020075,             0.00020075
                    118,                 1.6766,                 1.2412,                 1.2558,                      0,                      0,                      0,                      0,                 4.6739,                 8.2796,                 2.6828,             0.00019526,             0.00019526,             0.00019526
                    119,                 1.6606,                  1.201,                 1.2331,                      0,                      0,                      0,                      0,                 4.3667,                 6.6953,                 2.3547,             0.00018976,             0.00018976,             0.00018976
                    120,                 1.6524,                 1.1922,                 1.2382,                      0,                      0,                      0,                      0,                 4.9105,                 8.0352,                 2.7765,             0.00018426,             0.00018426,             0.00018426
                    121,                 1.6659,                 1.2038,                 1.2417,                      0,                      0,                      0,                      0,                 4.1478,                 7.1486,                 2.4928,             0.00017876,             0.00017876,             0.00017876
                    122,                 1.6341,                 1.1729,                 1.2265,                      0,                      0,                      0,                      0,                 4.9729,                  7.346,                 3.0379,             0.00017326,             0.00017326,             0.00017326
                    123,                 1.6446,                 1.1751,                  1.227,                      0,                      0,                      0,                      0,                 4.5846,                 10.343,                 2.5277,             0.00016777,             0.00016777,             0.00016777
                    124,                  1.649,                  1.193,                 1.2324,                      0,                      0,                      0,                      0,                 3.9664,                 8.4456,                 2.3962,             0.00016227,             0.00016227,             0.00016227
                    125,                 1.6526,                 1.1882,                 1.2349,                      0,                      0,                      0,                      0,                 4.2948,                 7.7041,                 2.6388,             0.00015677,             0.00015677,             0.00015677
                    126,                  1.647,                 1.1734,                 1.2255,                      0,                      0,                      0,                      0,                 4.6445,                 7.6048,                 2.7335,             0.00015127,             0.00015127,             0.00015127
                    127,                 1.6328,                 1.1675,                 1.2216,                      0,                      0,                      0,                      0,                 5.3572,                 7.1868,                 3.1532,             0.00014577,             0.00014577,             0.00014577
                    128,                 1.6389,                 1.1649,                 1.2274,                      0,                      0,                      0,                      0,                 4.4956,                 8.0161,                 2.6068,             0.00014028,             0.00014028,             0.00014028
                    129,                 1.6459,                 1.1758,                 1.2306,                      0,                      0,                      0,                      0,                 5.0467,                 7.6386,                 2.9324,             0.00013478,             0.00013478,             0.00013478
                    130,                 1.6216,                 1.1619,                 1.2162,                      0,                      0,                      0,                      0,                 3.6427,                 7.4474,                 2.4206,             0.00012928,             0.00012928,             0.00012928
                    131,                 1.6289,                 1.1528,                 1.2187,                      0,                      0,                      0,                      0,                 4.1189,                 6.3086,                 2.6038,             0.00012378,             0.00012378,             0.00012378
                    132,                 1.6003,                 1.1345,                 1.2095,                      0,                      0,                      0,                      0,                 4.5281,                 7.3128,                 2.7418,             0.00011829,             0.00011829,             0.00011829
                    133,                 1.6313,                 1.1942,                 1.2243,                      0,                      0,                      0,                      0,                 3.6713,                  5.543,                 2.3504,             0.00011279,             0.00011279,             0.00011279
                    134,                 1.6262,                 1.1723,                  1.226,                      0,                      0,                      0,                      0,                 4.9879,                 6.8631,                 3.0118,             0.00010729,             0.00010729,             0.00010729
                    135,                 1.6234,                 1.1437,                 1.2171,                      0,                      0,                      0,                      0,                 5.3507,                 7.3818,                 3.2682,             0.00010179,             0.00010179,             0.00010179
                    136,                 1.6056,                 1.1453,                 1.2281,                      0,                      0,                      0,                      0,                  4.742,                 7.2538,                 2.7548,             9.6295e-05,             9.6295e-05,             9.6295e-05
                    137,                 1.5974,                 1.1318,                 1.2148,                      0,                      0,                      0,                      0,                 5.0096,                 7.3173,                 2.9253,             9.0797e-05,             9.0797e-05,             9.0797e-05
                    138,                 1.6024,                  1.144,                 1.2056,                      0,                      0,                      0,                      0,                 4.5239,                 6.8516,                 2.9896,             8.5299e-05,             8.5299e-05,             8.5299e-05
                    139,                 1.5892,                 1.1262,                 1.2039,                      0,                      0,                      0,                      0,                 4.7994,                 7.0954,                 3.0612,             7.9801e-05,             7.9801e-05,             7.9801e-05
                    140,                 1.6102,                 1.1444,                 1.2087,                      0,                      0,                      0,                      0,                 4.8065,                 7.5053,                 3.1311,             7.4304e-05,             7.4304e-05,             7.4304e-05
                    141,                  1.668,                 1.4192,                 1.2732,                      0,                      0,                      0,                      0,                 5.2516,                 9.4244,                 3.5843,             6.8806e-05,             6.8806e-05,             6.8806e-05
                    142,                 1.5902,                 1.1186,                 1.2377,                      0,                      0,                      0,                      0,                 5.0006,                 9.0608,                 3.3148,             6.3308e-05,             6.3308e-05,             6.3308e-05
                    143,                 1.6038,                 1.1513,                 1.2488,                      0,                      0,                      0,                      0,                 3.0436,                 5.1367,                 2.2316,              5.781e-05,              5.781e-05,              5.781e-05
                    144,                 1.5663,                  1.087,                   1.23,                      0,                      0,                      0,                      0,                 5.6509,                 7.3388,                 3.7857,             5.2312e-05,             5.2312e-05,             5.2312e-05
                    145,                 1.5664,                 1.0921,                 1.2272,                      0,                      0,                      0,                      0,                  2.878,                 5.1211,                 2.2998,             4.6815e-05,             4.6815e-05,             4.6815e-05
                    146,                 1.5545,                 1.0829,                  1.219,                      0,                      0,                      0,                      0,                 5.4129,                 7.5841,                 3.5411,             4.1317e-05,             4.1317e-05,             4.1317e-05
                    147,                 1.5468,                 1.0646,                 1.2255,                      0,                      0,                      0,                      0,                 4.5118,                 6.3867,                 3.2021,             3.5819e-05,             3.5819e-05,             3.5819e-05
                    148,                 1.5411,                 1.0765,                 1.2189,                      0,                      0,                      0,                      0,                 2.1228,                 4.2148,                 1.8667,             3.0321e-05,             3.0321e-05,             3.0321e-05
                    149,                 1.5458,                 1.0898,                 1.2202,                      0,                      0,                      0,                      0,                 4.5929,                 6.8711,                 3.2454,             2.4823e-05,             2.4823e-05,             2.4823e-05
                    150,                 1.5559,                 1.0914,                 1.2281,                      0,                      0,                      0,                      0,                 3.8449,                 5.8086,                 2.6347,             1.9326e-05,             1.9326e-05,             1.9326e-05
